"orderNumber";"orderDate";"requiredDate";"shippedDate";"status";"comments";"customerNumber"
10328;"2004-11-12 00:00:00";"2004-11-21 00:00:00";"2004-11-18 00:00:00";"Shipped";"Customer very concerned about the exact color of the models. There is high risk that he may dispute the order because there is a slight color mismatch";278
10329;"2004-11-15 00:00:00";"2004-11-24 00:00:00";"2004-11-16 00:00:00";"Shipped";"";131
10330;"2004-11-16 00:00:00";"2004-11-25 00:00:00";"2004-11-21 00:00:00";"Shipped";"";385
10331;"2004-11-17 00:00:00";"2004-11-23 00:00:00";"2004-11-23 00:00:00";"Shipped";"Customer requested special shipment. The instructions were passed along to the warehouse";486
10332;"2004-11-17 00:00:00";"2004-11-25 00:00:00";"2004-11-18 00:00:00";"Shipped";"";187
10333;"2004-11-18 00:00:00";"2004-11-27 00:00:00";"2004-11-20 00:00:00";"Shipped";"";129
10334;"2004-11-19 00:00:00";"2004-11-28 00:00:00";"";"On Hold";"The outstaniding balance for this customer exceeds their credit limit. Order will be shipped when a payment is received.";144
10335;"2004-11-19 00:00:00";"2004-11-29 00:00:00";"2004-11-23 00:00:00";"Shipped";"";124
10336;"2004-11-20 00:00:00";"2004-11-26 00:00:00";"2004-11-24 00:00:00";"Shipped";"Customer requested that DHL is used for this shipping";172
10337;"2004-11-21 00:00:00";"2004-11-30 00:00:00";"2004-11-26 00:00:00";"Shipped";"";424
10338;"2004-11-22 00:00:00";"2004-12-02 00:00:00";"2004-11-27 00:00:00";"Shipped";"";381
10339;"2004-11-23 00:00:00";"2004-11-30 00:00:00";"2004-11-30 00:00:00";"Shipped";"";398
10340;"2004-11-24 00:00:00";"2004-12-01 00:00:00";"2004-11-25 00:00:00";"Shipped";"Customer is interested in buying more Ferrari models";216
10341;"2004-11-24 00:00:00";"2004-12-01 00:00:00";"2004-11-29 00:00:00";"Shipped";"";382
10342;"2004-11-24 00:00:00";"2004-12-01 00:00:00";"2004-11-29 00:00:00";"Shipped";"";114
10343;"2004-11-24 00:00:00";"2004-12-01 00:00:00";"2004-11-26 00:00:00";"Shipped";"";353
10344;"2004-11-25 00:00:00";"2004-12-02 00:00:00";"2004-11-29 00:00:00";"Shipped";"";350
10345;"2004-11-25 00:00:00";"2004-12-01 00:00:00";"2004-11-26 00:00:00";"Shipped";"";103
10346;"2004-11-29 00:00:00";"2004-12-05 00:00:00";"2004-11-30 00:00:00";"Shipped";"";112
10347;"2004-11-29 00:00:00";"2004-12-07 00:00:00";"2004-11-30 00:00:00";"Shipped";"Can we deliver the new Ford Mustang models by end-of-quarter?";114
10348;"2004-11-01 00:00:00";"2004-11-08 00:00:00";"2004-11-05 00:00:00";"Shipped";"";458
10349;"2004-12-01 00:00:00";"2004-12-07 00:00:00";"2004-12-03 00:00:00";"Shipped";"";151
10350;"2004-12-02 00:00:00";"2004-12-08 00:00:00";"2004-12-05 00:00:00";"Shipped";"";141
10351;"2004-12-03 00:00:00";"2004-12-11 00:00:00";"2004-12-07 00:00:00";"Shipped";"";324
10352;"2004-12-03 00:00:00";"2004-12-12 00:00:00";"2004-12-09 00:00:00";"Shipped";"";198
10353;"2004-12-04 00:00:00";"2004-12-11 00:00:00";"2004-12-05 00:00:00";"Shipped";"";447
10354;"2004-12-04 00:00:00";"2004-12-10 00:00:00";"2004-12-05 00:00:00";"Shipped";"";323
10355;"2004-12-07 00:00:00";"2004-12-14 00:00:00";"2004-12-13 00:00:00";"Shipped";"";141
10356;"2004-12-09 00:00:00";"2004-12-15 00:00:00";"2004-12-12 00:00:00";"Shipped";"";250
10357;"2004-12-10 00:00:00";"2004-12-16 00:00:00";"2004-12-14 00:00:00";"Shipped";"";124
10358;"2004-12-10 00:00:00";"2004-12-16 00:00:00";"2004-12-16 00:00:00";"Shipped";"Customer requested that DHL is used for this shipping";141
10359;"2004-12-15 00:00:00";"2004-12-23 00:00:00";"2004-12-18 00:00:00";"Shipped";"";353
10360;"2004-12-16 00:00:00";"2004-12-22 00:00:00";"2004-12-18 00:00:00";"Shipped";"";496
10361;"2004-12-17 00:00:00";"2004-12-24 00:00:00";"2004-12-20 00:00:00";"Shipped";"";282
10362;"2005-01-05 00:00:00";"2005-01-16 00:00:00";"2005-01-10 00:00:00";"Shipped";"";161
10363;"2005-01-06 00:00:00";"2005-01-12 00:00:00";"2005-01-10 00:00:00";"Shipped";"";334
10364;"2005-01-06 00:00:00";"2005-01-17 00:00:00";"2005-01-09 00:00:00";"Shipped";"";350
10365;"2005-01-07 00:00:00";"2005-01-18 00:00:00";"2005-01-11 00:00:00";"Shipped";"";320
10366;"2005-01-10 00:00:00";"2005-01-19 00:00:00";"2005-01-12 00:00:00";"Shipped";"";381
10367;"2005-01-12 00:00:00";"2005-01-21 00:00:00";"2005-01-16 00:00:00";"Resolved";"This order was disputed and resolved on 2/1/2005. Customer claimed that container with shipment was damaged. FedEx's investigation proved this wrong.";205
10368;"2005-01-19 00:00:00";"2005-01-27 00:00:00";"2005-01-24 00:00:00";"Shipped";"Can we renegotiate this one?";124
10369;"2005-01-20 00:00:00";"2005-01-28 00:00:00";"2005-01-24 00:00:00";"Shipped";"";379
10370;"2005-01-20 00:00:00";"2005-02-01 00:00:00";"2005-01-25 00:00:00";"Shipped";"";276
10371;"2005-01-23 00:00:00";"2005-02-03 00:00:00";"2005-01-25 00:00:00";"Shipped";"";124
10372;"2005-01-26 00:00:00";"2005-02-05 00:00:00";"2005-01-28 00:00:00";"Shipped";"";398
10373;"2005-01-31 00:00:00";"2005-02-08 00:00:00";"2005-02-06 00:00:00";"Shipped";"";311
10374;"2005-02-02 00:00:00";"2005-02-09 00:00:00";"2005-02-03 00:00:00";"Shipped";"";333
10375;"2005-02-03 00:00:00";"2005-02-10 00:00:00";"2005-02-06 00:00:00";"Shipped";"";119
10376;"2005-02-08 00:00:00";"2005-02-18 00:00:00";"2005-02-13 00:00:00";"Shipped";"";219
10377;"2005-02-09 00:00:00";"2005-02-21 00:00:00";"2005-02-12 00:00:00";"Shipped";"Cautious optimism. We have happy customers here, if we can keep them well stocked.  I need all the information I can get on the planned shipments of Porches";186
10378;"2005-02-10 00:00:00";"2005-02-18 00:00:00";"2005-02-11 00:00:00";"Shipped";"";141
10379;"2005-02-10 00:00:00";"2005-02-18 00:00:00";"2005-02-11 00:00:00";"Shipped";"";141
10380;"2005-02-16 00:00:00";"2005-02-24 00:00:00";"2005-02-18 00:00:00";"Shipped";"";141
10381;"2005-02-17 00:00:00";"2005-02-25 00:00:00";"2005-02-18 00:00:00";"Shipped";"";321
10382;"2005-02-17 00:00:00";"2005-02-23 00:00:00";"2005-02-18 00:00:00";"Shipped";"Custom shipping instructions sent to warehouse";124
10383;"2005-02-22 00:00:00";"2005-03-02 00:00:00";"2005-02-25 00:00:00";"Shipped";"";141
10384;"2005-02-23 00:00:00";"2005-03-06 00:00:00";"2005-02-27 00:00:00";"Shipped";"";321
10385;"2005-02-28 00:00:00";"2005-03-09 00:00:00";"2005-03-01 00:00:00";"Shipped";"";124
10386;"2005-03-01 00:00:00";"2005-03-09 00:00:00";"2005-03-06 00:00:00";"Resolved";"Disputed then Resolved on 3/15/2005. Customer doesn't like the craftsmaship of the models.";141
10387;"2005-03-02 00:00:00";"2005-03-09 00:00:00";"2005-03-06 00:00:00";"Shipped";"We need to keep in close contact with their Marketing VP. He is the decision maker for all their purchases.";148
10388;"2005-03-03 00:00:00";"2005-03-11 00:00:00";"2005-03-09 00:00:00";"Shipped";"";462
10389;"2005-03-03 00:00:00";"2005-03-09 00:00:00";"2005-03-08 00:00:00";"Shipped";"";448
10390;"2005-03-04 00:00:00";"2005-03-11 00:00:00";"2005-03-07 00:00:00";"Shipped";"They want to reevaluate their terms agreement with Finance.";124
10391;"2005-03-09 00:00:00";"2005-03-20 00:00:00";"2005-03-15 00:00:00";"Shipped";"";276
10392;"2005-03-10 00:00:00";"2005-03-18 00:00:00";"2005-03-12 00:00:00";"Shipped";"";452
10393;"2005-03-11 00:00:00";"2005-03-22 00:00:00";"2005-03-14 00:00:00";"Shipped";"They want to reevaluate their terms agreement with Finance.";323
10394;"2005-03-15 00:00:00";"2005-03-25 00:00:00";"2005-03-19 00:00:00";"Shipped";"";141
10395;"2005-03-17 00:00:00";"2005-03-24 00:00:00";"2005-03-23 00:00:00";"Shipped";"We must be cautions with this customer. Their VP of Sales resigned. Company may be heading down.";250
10396;"2005-03-23 00:00:00";"2005-04-02 00:00:00";"2005-03-28 00:00:00";"Shipped";"";124
10397;"2005-03-28 00:00:00";"2005-04-09 00:00:00";"2005-04-01 00:00:00";"Shipped";"";242
10398;"2005-03-30 00:00:00";"2005-04-09 00:00:00";"2005-03-31 00:00:00";"Shipped";"";353
10399;"2005-04-01 00:00:00";"2005-04-12 00:00:00";"2005-04-03 00:00:00";"Shipped";"";496
10400;"2005-04-01 00:00:00";"2005-04-11 00:00:00";"2005-04-04 00:00:00";"Shipped";"Customer requested that DHL is used for this shipping";450
10401;"2005-04-03 00:00:00";"2005-04-14 00:00:00";"";"On Hold";"Customer credit limit exceeded. Will ship when a payment is received.";328
10402;"2005-04-07 00:00:00";"2005-04-14 00:00:00";"2005-04-12 00:00:00";"Shipped";"";406
10403;"2005-04-08 00:00:00";"2005-04-18 00:00:00";"2005-04-11 00:00:00";"Shipped";"";201
10404;"2005-04-08 00:00:00";"2005-04-14 00:00:00";"2005-04-11 00:00:00";"Shipped";"";323
10405;"2005-04-14 00:00:00";"2005-04-24 00:00:00";"2005-04-20 00:00:00";"Shipped";"";209
10406;"2005-04-15 00:00:00";"2005-04-25 00:00:00";"2005-04-21 00:00:00";"Disputed";"Customer claims container with shipment was damaged during shipping and some items were missing. I am talking to FedEx about this.";145
10407;"2005-04-22 00:00:00";"2005-05-04 00:00:00";"";"On Hold";"Customer credit limit exceeded. Will ship when a payment is received.";450
10408;"2005-04-22 00:00:00";"2005-04-29 00:00:00";"2005-04-27 00:00:00";"Shipped";"";398
10409;"2005-04-23 00:00:00";"2005-05-05 00:00:00";"2005-04-24 00:00:00";"Shipped";"";166
10410;"2005-04-29 00:00:00";"2005-05-10 00:00:00";"2005-04-30 00:00:00";"Shipped";"";357
10411;"2005-05-01 00:00:00";"2005-05-08 00:00:00";"2005-05-06 00:00:00";"Shipped";"";233
10412;"2005-05-03 00:00:00";"2005-05-13 00:00:00";"2005-05-05 00:00:00";"Shipped";"";141
10413;"2005-05-05 00:00:00";"2005-05-14 00:00:00";"2005-05-09 00:00:00";"Shipped";"Customer requested that DHL is used for this shipping";175
10414;"2005-05-06 00:00:00";"2005-05-13 00:00:00";"";"On Hold";"Customer credit limit exceeded. Will ship when a payment is received.";362
10415;"2005-05-09 00:00:00";"2005-05-20 00:00:00";"2005-05-12 00:00:00";"Disputed";"Customer claims the scales of the models don't match what was discussed. I keep all the paperwork though to prove otherwise";471
10416;"2005-05-10 00:00:00";"2005-05-16 00:00:00";"2005-05-14 00:00:00";"Shipped";"";386
10417;"2005-05-13 00:00:00";"2005-05-19 00:00:00";"2005-05-19 00:00:00";"Disputed";"Customer doesn't like the colors and precision of the models.";141
10418;"2005-05-16 00:00:00";"2005-05-24 00:00:00";"2005-05-20 00:00:00";"Shipped";"";412
10419;"2005-05-17 00:00:00";"2005-05-28 00:00:00";"2005-05-19 00:00:00";"Shipped";"";382
10420;"2005-05-29 00:00:00";"2005-06-07 00:00:00";"";"In Process";"";282
10421;"2005-05-29 00:00:00";"2005-06-06 00:00:00";"";"In Process";"Custom shipping instructions were sent to warehouse";124
10422;"2005-05-30 00:00:00";"2005-06-11 00:00:00";"";"In Process";"";157
10423;"2005-05-30 00:00:00";"2005-06-05 00:00:00";"";"In Process";"";314
10424;"2005-05-31 00:00:00";"2005-06-08 00:00:00";"";"In Process";"";141
10425;"2005-05-31 00:00:00";"2005-06-07 00:00:00";"";"In Process";"";119
